device,precision,backend,model,prompt_tokens,context_tokens,n_gen_tokens,trial,ttft_ms,ptl_ms,throughput_tok_s,ptl_p90_ms,ptl_p99_ms,model_load_s,bw_util_pct,measurement_type,timestamp
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,32,50,2,56.36,24.91,40.14,24.93,31.39,3.21,44.2,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,32,50,3,54.94,23.92,41.81,24.88,31.19,3.21,46.0,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,32,50,4,54.33,24.56,40.72,25.3,30.4,3.21,44.8,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,32,50,5,52.53,23.73,42.14,25.05,30.93,3.21,46.4,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,32,50,1,87.73,24.23,41.27,24.86,32.23,3.21,45.4,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,32,50,2,86.32,24.68,40.52,24.95,31.55,3.21,44.6,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,32,50,3,87.86,23.76,42.09,25.01,31.21,3.21,46.3,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,32,50,4,89.73,24.21,41.31,25.34,30.73,3.21,45.5,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,32,50,5,91.07,23.76,42.09,25.03,30.52,3.21,46.3,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,32,50,1,231.18,24.53,40.77,24.88,31.02,3.21,44.9,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,32,50,2,244.8,23.66,42.27,24.41,30.82,3.21,46.5,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,32,50,3,243.44,23.58,42.41,25.19,31.52,3.21,46.7,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,32,50,4,227.16,24.57,40.7,24.91,30.51,3.21,44.8,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,32,50,5,240.13,23.81,42.0,24.9,31.8,3.21,46.2,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,128,50,1,23.84,22.15,45.15,23.55,29.12,3.21,49.7,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,128,50,2,24.38,23.38,42.77,24.13,30.38,3.21,47.1,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,128,50,3,23.77,22.99,43.5,24.03,29.54,3.21,47.9,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,128,50,4,23.67,22.47,44.5,23.86,30.42,3.21,49.0,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,128,50,5,24.94,22.99,43.5,23.85,29.66,3.21,47.9,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,128,50,1,37.69,24.09,41.51,23.87,29.48,3.21,45.7,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,128,50,2,36.55,22.3,44.84,23.79,30.06,3.21,49.4,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,128,50,3,36.58,23.1,43.29,24.05,29.99,3.21,47.7,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,128,50,4,35.62,22.66,44.13,23.95,29.37,3.21,48.6,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,128,50,5,36.8,23.26,42.99,23.83,29.5,3.21,47.4,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,128,50,1,52.27,22.23,44.98,23.53,29.86,3.21,49.5,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,128,50,2,52.51,22.78,43.9,24.0,29.91,3.21,48.3,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,128,50,3,54.25,22.98,43.52,24.03,29.14,3.21,47.9,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,128,50,4,51.46,23.26,42.99,23.68,30.31,3.21,47.4,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,128,50,5,54.38,23.25,43.01,23.87,30.49,3.21,47.4,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,128,50,1,89.44,22.33,44.78,23.85,30.76,3.21,49.3,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,128,50,2,92.1,23.39,42.75,23.69,30.86,3.21,47.1,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,128,50,3,88.05,23.16,43.18,24.28,29.21,3.21,47.6,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,128,50,4,89.58,22.6,44.25,23.65,30.09,3.21,48.7,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,128,50,5,90.27,23.08,43.33,24.2,29.12,3.21,47.7,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,128,50,1,234.51,23.53,42.5,24.12,30.71,3.21,46.8,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,128,50,2,237.84,23.92,41.81,23.61,30.0,3.21,46.0,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,128,50,3,229.58,22.94,43.59,23.98,29.44,3.21,48.0,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,128,50,4,243.92,23.56,42.44,23.78,29.87,3.21,46.7,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,128,50,5,236.44,22.86,43.74,24.43,29.43,3.21,48.2,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,256,50,1,24.82,24.68,40.52,25.51,31.74,3.21,44.7,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,256,50,2,24.92,24.06,41.56,25.73,32.27,3.21,45.8,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,256,50,3,24.56,23.98,41.7,25.65,31.88,3.21,46.0,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,256,50,4,24.26,24.04,41.6,25.41,32.08,3.21,45.9,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,256,50,5,24.11,24.68,40.52,25.77,32.01,3.21,44.7,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,256,50,1,36.57,24.89,40.18,25.79,31.58,3.21,44.3,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,256,50,2,36.97,24.5,40.82,25.62,32.59,3.21,45.0,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,256,50,3,35.88,24.98,40.03,25.77,31.92,3.21,44.1,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,256,50,4,37.71,25.08,39.87,25.81,33.15,3.21,44.0,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,256,50,5,35.8,23.96,41.74,25.53,31.85,3.21,46.0,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,256,50,1,53.16,24.82,40.29,25.81,32.52,3.21,44.4,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,256,50,2,52.4,24.83,40.27,25.7,32.37,3.21,44.4,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,256,50,3,53.63,24.81,40.31,25.87,31.78,3.21,44.4,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,256,50,4,54.38,24.49,40.83,25.7,32.46,3.21,45.0,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,256,50,5,52.05,24.52,40.78,25.33,31.84,3.21,45.0,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,256,50,1,91.61,25.0,40.0,25.22,32.3,3.21,44.1,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,256,50,2,87.98,24.61,40.63,26.04,32.17,3.21,44.8,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,256,50,3,95.13,25.02,39.97,25.47,31.86,3.21,44.1,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,256,50,4,87.45,25.31,39.51,25.6,32.07,3.21,43.6,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,256,50,5,90.85,25.08,39.87,25.4,32.51,3.21,44.0,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,256,50,1,233.32,25.03,39.95,25.45,31.79,3.21,44.1,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,256,50,2,244.44,24.14,41.43,25.52,31.91,3.21,45.7,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,256,50,3,236.77,24.19,41.34,25.89,32.41,3.21,45.6,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,256,50,4,233.64,23.93,41.79,25.72,31.81,3.21,46.1,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,256,50,5,234.32,24.41,40.97,25.31,32.09,3.21,45.2,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,512,50,1,24.9,30.28,33.03,31.63,39.06,3.21,36.5,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,512,50,2,25.01,30.87,32.39,31.46,38.62,3.21,35.8,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,512,50,3,23.57,30.23,33.08,32.06,38.81,3.21,36.6,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,512,50,4,25.07,30.31,32.99,31.87,39.33,3.21,36.5,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,512,50,5,24.19,30.06,33.27,31.59,40.52,3.21,36.8,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,512,50,1,35.16,30.4,32.89,31.9,40.25,3.21,36.4,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,512,50,2,36.85,30.36,32.94,31.66,38.92,3.21,36.4,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,512,50,3,35.32,30.44,32.85,31.49,39.08,3.21,36.3,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,512,50,4,36.38,30.67,32.61,31.31,39.09,3.21,36.0,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,512,50,5,36.6,30.49,32.8,31.67,38.32,3.21,36.3,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,512,50,1,55.69,31.19,32.06,32.05,39.96,3.21,35.4,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,512,50,2,52.82,30.86,32.4,31.69,38.96,3.21,35.8,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,512,50,3,51.91,30.56,32.72,31.8,39.42,3.21,36.2,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,512,50,4,53.81,30.91,32.35,31.53,40.14,3.21,35.8,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,512,50,5,53.28,29.84,33.51,31.51,40.08,3.21,37.1,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,512,50,1,90.58,30.45,32.84,31.78,38.24,3.21,36.3,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,512,50,2,90.28,29.98,33.36,31.9,39.98,3.21,36.9,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,512,50,3,89.61,31.21,32.04,31.67,39.34,3.21,35.4,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,512,50,4,88.4,30.25,33.06,31.51,39.52,3.21,36.5,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,512,50,5,90.1,30.13,33.19,31.19,39.89,3.21,36.7,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,512,50,1,241.19,30.59,32.69,31.53,39.33,3.21,36.1,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,512,50,2,238.03,31.03,32.23,32.15,38.8,3.21,35.6,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,512,50,3,232.92,30.35,32.95,31.45,39.17,3.21,36.4,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,512,50,4,242.96,30.22,33.09,31.36,40.0,3.21,36.6,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,512,50,5,236.71,29.7,33.67,31.98,39.91,3.21,37.2,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,1024,50,1,24.62,48.58,20.58,50.41,63.43,3.21,22.9,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,1024,50,2,23.73,49.56,20.18,50.15,63.44,3.21,22.4,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,1024,50,3,24.59,48.99,20.41,50.7,62.37,3.21,22.7,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,1024,50,4,24.97,47.16,21.2,50.18,62.32,3.21,23.6,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,1024,50,5,24.06,48.37,20.67,50.58,63.68,3.21,23.0,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,1024,50,1,36.67,48.61,20.57,50.19,63.81,3.21,22.9,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,1024,50,2,35.3,46.28,21.61,50.16,62.45,3.21,24.0,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,1024,50,3,36.73,47.51,21.05,49.78,63.05,3.21,23.4,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,1024,50,4,36.28,48.45,20.64,49.84,62.66,3.21,22.9,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,1024,50,5,36.67,49.41,20.24,50.56,62.77,3.21,22.5,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,1024,50,1,53.05,46.86,21.34,50.12,64.07,3.21,23.7,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,1024,50,2,54.1,49.33,20.27,49.83,62.96,3.21,22.5,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,1024,50,3,53.31,48.11,20.79,49.68,63.28,3.21,23.1,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,1024,50,4,54.54,48.31,20.7,49.59,61.78,3.21,23.0,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,1024,50,5,52.56,51.51,19.41,50.29,63.25,3.21,21.6,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,1024,50,1,93.47,47.48,21.06,50.15,62.98,3.21,23.4,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,1024,50,2,88.48,49.92,20.03,49.98,62.52,3.21,22.3,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,1024,50,3,90.59,47.14,21.21,50.37,63.01,3.21,23.6,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,1024,50,4,91.76,48.91,20.45,50.31,62.61,3.21,22.7,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,1024,50,5,88.67,49.4,20.24,50.74,62.66,3.21,22.5,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,1024,50,1,248.44,49.0,20.41,49.27,62.66,3.21,22.7,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,1024,50,2,247.82,47.99,20.84,50.01,65.41,3.21,23.2,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,1024,50,3,240.68,47.01,21.27,50.02,63.32,3.21,23.6,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,1024,50,4,236.48,47.85,20.9,49.44,62.94,3.21,23.2,modeled,2026-05-09T23:05:38
M2,Q8_0,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,1024,50,5,231.96,47.04,21.26,50.21,62.73,3.21,23.6,modeled,2026-05-09T23:05:38
