device,precision,backend,model,prompt_tokens,context_tokens,n_gen_tokens,trial,ttft_ms,ptl_ms,throughput_tok_s,ptl_p90_ms,ptl_p99_ms,model_load_s,bw_util_pct,measurement_type,timestamp
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,128,50,4,19.6,17.6,56.82,17.79,21.98,2.12,31.3,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,128,50,5,19.62,17.26,57.94,17.49,21.86,2.12,31.9,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,128,50,1,28.35,17.88,55.93,17.7,22.01,2.12,30.8,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,128,50,2,27.98,17.24,58.0,17.49,22.46,2.12,31.9,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,128,50,3,27.04,17.05,58.65,17.64,22.02,2.12,32.3,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,128,50,4,28.81,17.21,58.11,17.68,22.11,2.12,32.0,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,128,50,5,27.88,17.08,58.55,17.52,21.8,2.12,32.2,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,128,50,1,42.92,16.58,60.31,17.79,22.29,2.12,33.2,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,128,50,2,41.69,16.8,59.52,17.57,22.45,2.12,32.8,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,128,50,3,43.8,17.15,58.31,17.5,22.01,2.12,32.1,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,128,50,4,40.87,16.6,60.24,17.61,21.97,2.12,33.2,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,128,50,5,40.77,16.83,59.42,17.66,21.99,2.12,32.7,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,128,50,1,71.55,17.27,57.9,17.45,22.22,2.12,31.9,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,128,50,2,73.08,16.81,59.49,17.63,21.92,2.12,32.8,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,128,50,3,68.36,16.86,59.31,17.81,22.79,2.12,32.7,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,128,50,4,70.31,16.46,60.75,17.62,21.89,2.12,33.5,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,128,50,5,72.64,17.36,57.6,17.6,22.77,2.12,31.7,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,128,50,1,186.09,17.0,58.82,17.67,21.84,2.12,32.4,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,128,50,2,189.62,17.43,57.37,17.58,22.02,2.12,31.6,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,128,50,3,188.16,16.71,59.84,17.45,22.09,2.12,33.0,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,128,50,4,189.41,16.83,59.42,17.78,22.35,2.12,32.7,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,128,50,5,184.16,16.95,59.0,17.59,22.08,2.12,32.5,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,256,50,1,19.06,18.4,54.35,18.78,23.77,2.12,30.0,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,256,50,2,20.09,18.68,53.53,19.05,23.36,2.12,29.5,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,256,50,3,18.94,18.7,53.48,18.81,23.86,2.12,29.5,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,256,50,4,19.64,17.78,56.24,18.92,23.85,2.12,31.0,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,256,50,5,19.66,17.97,55.65,19.01,23.58,2.12,30.7,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,256,50,1,26.93,18.55,53.91,18.98,23.67,2.12,29.7,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,256,50,2,28.72,17.98,55.62,19.01,23.45,2.12,30.7,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,256,50,3,28.58,18.2,54.95,18.99,24.14,2.12,30.3,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,256,50,4,29.43,18.08,55.31,18.73,23.81,2.12,30.5,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,256,50,5,28.65,17.67,56.59,19.04,24.43,2.12,31.2,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,256,50,1,41.5,18.25,54.79,19.08,23.72,2.12,30.2,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,256,50,2,43.04,18.27,54.73,19.09,23.09,2.12,30.2,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,256,50,3,42.17,18.25,54.79,18.77,23.13,2.12,30.2,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,256,50,4,41.76,18.21,54.91,18.82,23.66,2.12,30.3,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,256,50,5,42.21,18.12,55.19,19.17,23.7,2.12,30.4,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,256,50,1,72.63,18.85,53.05,19.08,23.45,2.12,29.3,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,256,50,2,69.27,18.14,55.13,18.99,23.68,2.12,30.4,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,256,50,3,71.17,18.38,54.41,18.95,23.58,2.12,30.0,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,256,50,4,70.01,17.92,55.8,19.04,23.65,2.12,30.8,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,256,50,5,72.05,18.22,54.88,19.0,23.18,2.12,30.3,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,256,50,1,183.49,18.21,54.91,18.92,23.85,2.12,30.3,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,256,50,2,193.93,18.4,54.35,18.85,23.6,2.12,30.0,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,256,50,3,191.04,18.42,54.29,18.77,23.95,2.12,29.9,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,256,50,4,186.46,18.45,54.2,18.89,23.97,2.12,29.9,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,256,50,5,188.73,18.38,54.41,18.82,23.09,2.12,30.0,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,512,50,1,19.18,22.52,44.4,23.5,28.99,2.12,24.5,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,512,50,2,19.47,22.81,43.84,23.27,29.74,2.12,24.2,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,512,50,3,19.0,22.42,44.6,23.46,29.32,2.12,24.7,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,512,50,4,19.56,22.19,45.07,23.41,28.99,2.12,24.9,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,512,50,5,19.48,21.84,45.79,23.43,29.37,2.12,25.3,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,512,50,1,27.04,23.11,43.27,23.65,29.92,2.12,23.9,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,512,50,2,29.24,22.16,45.13,23.26,28.86,2.12,24.9,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,512,50,3,29.75,22.51,44.42,23.48,29.34,2.12,24.6,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,512,50,4,28.21,22.91,43.65,23.69,30.01,2.12,24.1,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,512,50,5,28.11,22.73,43.99,23.61,29.45,2.12,24.3,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,512,50,1,43.25,22.82,43.82,23.49,28.92,2.12,24.2,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,512,50,2,42.45,23.16,43.18,23.47,29.59,2.12,23.9,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,512,50,3,42.88,22.68,44.09,23.45,29.24,2.12,24.4,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,512,50,4,41.72,22.33,44.78,23.36,29.76,2.12,24.8,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,512,50,5,42.09,22.42,44.6,23.39,29.56,2.12,24.7,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,512,50,1,73.77,22.82,43.82,23.15,29.22,2.12,24.2,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,512,50,2,68.08,22.79,43.88,23.74,29.27,2.12,24.3,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,512,50,3,72.21,22.23,44.98,23.0,29.42,2.12,24.9,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,512,50,4,70.68,22.15,45.15,23.48,29.67,2.12,25.0,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,512,50,5,73.94,22.72,44.01,23.42,29.17,2.12,24.3,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,512,50,1,186.81,23.05,43.38,23.49,27.59,2.12,24.0,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,512,50,2,186.77,22.74,43.98,23.33,29.03,2.12,24.3,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,512,50,3,178.68,22.92,43.63,24.0,29.83,2.12,24.1,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,512,50,4,194.9,22.71,44.03,23.46,28.93,2.12,24.3,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,512,50,5,180.35,22.97,43.54,23.52,29.85,2.12,24.1,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,1024,50,1,18.68,36.11,27.69,37.18,46.4,2.12,15.4,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,1024,50,2,18.32,35.28,28.34,36.77,46.14,2.12,15.7,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,1024,50,3,20.47,36.49,27.4,37.37,45.94,2.12,15.2,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,1024,50,4,19.76,35.49,28.18,37.3,46.76,2.12,15.7,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,32,1024,50,5,19.81,35.91,27.85,37.78,46.5,2.12,15.5,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,1024,50,1,28.92,35.86,27.89,36.98,44.96,2.12,15.5,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,1024,50,2,28.14,36.08,27.72,37.51,46.62,2.12,15.4,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,1024,50,3,28.06,36.72,27.23,37.46,45.35,2.12,15.1,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,1024,50,4,28.45,36.36,27.5,37.4,46.24,2.12,15.3,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,128,1024,50,5,28.92,36.2,27.62,37.23,46.8,2.12,15.3,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,1024,50,1,41.67,36.84,27.14,37.54,46.24,2.12,15.1,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,1024,50,2,44.36,36.54,27.37,36.88,44.99,2.12,15.2,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,1024,50,3,41.55,35.87,27.88,36.96,46.26,2.12,15.5,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,1024,50,4,43.52,35.42,28.23,37.45,47.3,2.12,15.7,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,256,1024,50,5,41.47,37.25,26.85,36.38,47.9,2.12,14.9,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,1024,50,1,70.61,35.92,27.84,36.58,45.55,2.12,15.5,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,1024,50,2,70.48,36.21,27.62,36.48,45.83,2.12,15.3,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,1024,50,3,72.69,36.44,27.44,37.18,48.47,2.12,15.2,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,1024,50,4,73.51,36.42,27.46,37.52,47.07,2.12,15.3,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,512,1024,50,5,68.21,34.9,28.65,36.9,46.67,2.12,15.9,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,1024,50,1,188.62,35.76,27.96,37.11,46.82,2.12,15.5,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,1024,50,2,187.11,36.4,27.47,37.03,44.66,2.12,15.3,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,1024,50,3,183.9,36.32,27.53,36.85,47.09,2.12,15.3,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,1024,50,4,189.88,36.35,27.51,37.4,45.73,2.12,15.3,modeled,2026-05-09T23:05:38
M2,Q4_K_M,llama.cpp-MPS,TinyLlama-1.1B-Chat-v1.0,1024,1024,50,5,184.82,35.61,28.08,37.63,47.09,2.12,15.6,modeled,2026-05-09T23:05:38
